Categorie annonce;Titre;Lieu;Prix;Chambres;Date brute;Date estimee;Type logement;Standing;Prix numerique;Chambres numeriques;Date NLP;Jours depuis publication;Annee publication;Mois publication;Jour publication;Quartier nettoye;Latitude;Longitude
Appartement;PENTHOUSE 400 m2 F5 POINT E;Point-e;2 600 000 F Cfa;4 chambre;30. déc. '25, 20:17;2025-12-30;Penthouse;Luxe;2600000;4.0;2025-12-30;86;2025;12;30;Point E;14.6964782;-17.4641817
Appartement;APPARTEMENT LUXUEUX f5 (312 m2);Almadies;1 400 000 F Cfa;4 chambre;30. déc. '25, 20:13;2025-12-30;F5;Luxe;1400000;4.0;2025-12-30;86;2025;12;30;Almadies;14.7441857;-17.5175251
Appartement;APPARTEMENT F4 HAUT STANDING POINT E;Point-e;1 600 000 F Cfa;3 chambre;30. déc. '25, 20:13;2025-12-30;F4;Luxe;1600000;3.0;2025-12-30;86;2025;12;30;Point E;14.6964782;-17.4641817
Appartement;APPARTEMENTS DE TYPE F3;Mamelles;400 000 F Cfa;2 chambre;30. déc. '25, 20:12;2025-12-30;F3;Standard;400000;2.0;2025-12-30;86;2025;12;30;Mamelles;14.7311563;-17.5003005
Appartement;F5 haut standing Résidence Dima300;Almadies;1 300 000 F Cfa;4 chambre;30. déc. '25, 13:09;2025-12-30;F5;Luxe;1300000;4.0;2025-12-30;86;2025;12;30;Almadies;14.7441857;-17.5175251
Appartement;Appartement 3 chambres à louer à Mermoz El Tonn;Mermoz;900 000 F Cfa;3 chambre;30. déc. '25, 11:42;2025-12-30;Chambre;Standard;900000;3.0;2025-12-30;86;2025;12;30;Mermoz;14.7074454;-17.474397
Appartement;Appartement à Foire cices RDC;Hlm;375 000 F Cfa;3 chambre;30. déc. '25, 10:38;2025-12-30;Appartement;Standard;375000;3.0;2025-12-30;86;2025;12;30;Hlm;14.7100734;-17.4441806
Appartement;ALMADIES : Appartement 3 chambres à louer – Sande Marieme;Almadies;1 100 000 F Cfa;3 chambre;29. déc. '25, 15:51;2025-12-29;Chambre;Standard;1100000;3.0;2025-12-29;87;2025;12;29;Almadies;14.7441857;-17.5175251
Appartement;DAKAR ALMADIES : Appartement à louer 3 chambres – Massamba;Almadies;1 100 000 F Cfa;3 chambre;29. déc. '25, 15:49;2025-12-29;Chambre;Standard;1100000;3.0;2025-12-29;87;2025;12;29;Almadies;14.7441857;-17.5175251
Appartement;PLATEAU : Appartement 3 chambres à louer – LES OLIVIERS;Plateau;1 700 000 F Cfa;3 chambre;29. déc. '25, 15:46;2025-12-29;Chambre;Standard;1700000;3.0;2025-12-29;87;2025;12;29;Plateau;14.6768175;-17.4392915
Appartement;DAKAR POINT-E : Appartement 3 chambres à louer – PLANTA;Point-e;1 100 000 F Cfa;3 chambre;29. déc. '25, 15:46;2025-12-29;Chambre;Standard;1100000;3.0;2025-12-29;87;2025;12;29;Point E;14.6964782;-17.4641817
Appartement;MERMOZ : Appartement à louer 3 chambres – Adja Louise;Mermoz;1 100 000 F Cfa;3 chambre;29. déc. '25, 15:42;2025-12-29;Chambre;Standard;1100000;3.0;2025-12-29;87;2025;12;29;Mermoz;14.7074454;-17.474397
Appartement;POINT E : Appartement à louer – 3 chambres – 2HM;Point-e;850 000 F Cfa;3 chambre;29. déc. '25, 15:41;2025-12-29;Chambre;Standard;850000;3.0;2025-12-29;87;2025;12;29;Point E;14.6964782;-17.4641817
Appartement;ALMADIES : Appartement à louer 3 chambres + bureau;Almadies;2 750 000 F Cfa;3 chambre;29. déc. '25, 15:40;2025-12-29;Chambre;Standard;2750000;3.0;2025-12-29;87;2025;12;29;Almadies;14.7441857;-17.5175251
Appartement;Appartements neuf;Mamelles;600 000 F Cfa;3 chambre;29. déc. '25, 13:44;2025-12-29;Appartement;Standard;600000;3.0;2025-12-29;87;2025;12;29;Mamelles;14.7311563;-17.5003005
Appartement;Appartement à louer à Sacré cœur;Sacré-cœur;400 000 F Cfa;3 chambre;31. janv., 07:54;2026-01-31;Appartement;Standard;400000;3.0;2026-01-31;54;2026;1;31;Sacré-Cœur;14.7114619;-17.4688689
Appartement;STUDIO à louer à NGOR;Point-e;275 000 F Cfa;;11. mars, 11:44;2026-03-11;Studio;Standard;275000;1.0;2026-03-11;15;2026;3;11;Point E;14.6964782;-17.4641817
Appartement;APPARTEMENT F5 - POINT E;Point-e;1 750 000 F Cfa;4 chambre;8. janv., 18:02;2026-01-08;F5;Standard;1750000;4.0;2026-01-08;77;2026;1;8;Point E;14.6964782;-17.4641817
Appartement;A loué un jolis apartuman a cite batrain mermouz;Mermoz;350 000 F Cfa;3 chambre;29. déc. '25, 11:12;2025-12-29;Appartement;Standard;350000;3.0;2025-12-29;87;2025;12;29;Mermoz;14.7074454;-17.474397
Appartement;Splendide Appartement F3 à louer à la Résidence Water front;Mermoz;2 000 000 F Cfa;;29. déc. '25, 10:42;2025-12-29;F3;Standard;2000000;3.0;2025-12-29;87;2025;12;29;Mermoz;14.7074454;-17.474397
Appartement;F4 haut standing à louer à la cité biagui;Cité biagui;750 000 F Cfa;3 chambre;16. janv., 13:17;2026-01-16;F4;Luxe;750000;3.0;2026-01-16;69;2026;1;16;Cite Biagui;14.7598453;-17.4854093
Appartement;Appartement à louer à Apix;Keur Massar;280 000 F Cfa;4 chambre;28. déc. '25, 02:34;2025-12-28;Appartement;Standard;280000;4.0;2025-12-28;88;2025;12;28;Keur Massar;14.7822567;-17.311199
Appartement;APPARTEMENT NGOR ALMADIES;Almadies;700 000 F Cfa;4 chambre;28. déc. '25, 02:31;2025-12-28;Appartement;Standard;700000;4.0;2025-12-28;88;2025;12;28;Almadies;14.7441857;-17.5175251
Appartement;Appartement F4 Moderne à louer aux Almadies;Almadies;1 200 000 F Cfa;3 chambre;27. déc. '25, 18:02;2025-12-27;F4;Standard;1200000;3.0;2025-12-27;89;2025;12;27;Almadies;14.7441857;-17.5175251
Appartement;APPARTEMENT A LOUE F3 ou T3 MARISTE;Hann maristes;275 000 F Cfa;2 chambre;26. déc. '25, 18:21;2025-12-26;F3;Standard;275000;2.0;2025-12-26;90;2025;12;26;Hann Maristes;14.7302558;-17.432528
Appartement;APPARTEMENT F3 A LOUER NGOR EXTENSION;Ngor;550 000 F Cfa;2 chambre;26. déc. '25, 17:18;2025-12-26;F3;Standard;550000;2.0;2025-12-26;90;2025;12;26;Ngor;14.7487915;-17.5149607
Appartement;STUDIO A LOUER MAMELLES;Mamelles;259 000 F Cfa;;26. déc. '25, 17:17;2025-12-26;Studio;Standard;259000;1.0;2025-12-26;90;2025;12;26;Mamelles;14.7311563;-17.5003005
Appartement;Appartement F3 à louer Almadies;Almadies;450 000 F Cfa;;26. déc. '25, 15:26;2025-12-26;F3;Standard;450000;3.0;2025-12-26;90;2025;12;26;Almadies;14.7441857;-17.5175251
Appartement;APPARTEMENT F4 ALMADIES RECASEMENT;Almadies;600 000 F Cfa;3 chambre;26. déc. '25, 15:25;2025-12-26;F4;Standard;600000;3.0;2025-12-26;90;2025;12;26;Almadies;14.7441857;-17.5175251
Appartement;Studio a louer a la cite belvédère;Dalifort;250 000 F Cfa;1 chambre;26. déc. '25, 13:48;2025-12-26;Studio;Standard;250000;1.0;2025-12-26;90;2025;12;26;Dalifort;14.7414859;-17.4093102
Appartement;Penthouss à louer aux Almadie de 3 chambres;Almadies;1 500 000 F Cfa;3 chambre;11. févr., 12:16;2026-02-11;Chambre;Standard;1500000;3.0;2026-02-11;43;2026;2;11;Almadies;14.7441857;-17.5175251
Appartement;Plateaux bureaux 125m2 en face SEDIMA Sortie 9;Almadies 2;400 000 F Cfa;;26. déc. '25, 00:40;2025-12-26;Appartement;Standard;400000;;2025-12-26;90;2025;12;26;Almadies 2;14.7397763;-17.4730816
Appartement;Appartement à louer au Point E;Point-e;1 300 000 F Cfa;3 chambre;25. déc. '25, 14:15;2025-12-25;Appartement;Standard;1300000;3.0;2025-12-25;91;2025;12;25;Point E;14.6964782;-17.4641817
Appartement;Des studios à louer à la cité Almadie 2;Almadies 2;160 000 F Cfa;1 chambre;24. déc. '25, 19:45;2025-12-24;Studio;Standard;160000;1.0;2025-12-24;92;2025;12;24;Almadies 2;14.7397763;-17.4730816
Appartement;Des appartements à louer à la cité Apix Tivaouane peulh;Tivaouane peulh;180 000 F Cfa;3 chambre;24. déc. '25, 19:43;2025-12-24;Appartement;Standard;180000;3.0;2025-12-24;92;2025;12;24;Tivaouane Peulh;14.802122;-17.283128
Appartement;Appartement a louer à ouest foire 4;Hlm;250 000 F Cfa;2 chambre;24. déc. '25, 16:05;2025-12-24;Appartement;Standard;250000;2.0;2025-12-24;92;2025;12;24;Hlm;14.7100734;-17.4441806
Appartement;Appartement F3 Sacré Cœur 3;Sacré-cœur;290 000 F Cfa;2 chambre;24. déc. '25, 15:30;2025-12-24;F3;Standard;290000;2.0;2025-12-24;92;2025;12;24;Sacré-Cœur;14.7114619;-17.4688689
Appartement;Appartement à louer aux Almadies au 5e étage;Almadies;1 600 000 F Cfa;3 chambre;23. déc. '25, 17:31;2025-12-23;Appartement;Standard;1600000;3.0;2025-12-23;93;2025;12;23;Almadies;14.7441857;-17.5175251
Appartement;Appartement neuf aux mamelles;Mamelles;475 000 F Cfa;3 chambre;23. déc. '25, 15:59;2025-12-23;Appartement;Standard;475000;3.0;2025-12-23;93;2025;12;23;Mamelles;14.7311563;-17.5003005
Appartement;Appartement F3 Sacré coeur 3 VDN;Sicap Sacré-cœur;600 000 F Cfa;2 chambre;23. déc. '25, 15:37;2025-12-23;F3;Standard;600000;2.0;2025-12-23;93;2025;12;23;Sicap Sacré-Cœur;14.70435;-17.4622074
Appartement;Appartement A LOUER aux Mamelles;Mamelles;850 000 F Cfa;3 chambre;23. déc. '25, 10:11;2025-12-23;Appartement;Standard;850000;3.0;2025-12-23;93;2025;12;23;Mamelles;14.7311563;-17.5003005
Appartement;Appartement à louer (250m2) aux Almadies (école américaine);Almadies;700 000 F Cfa;3 chambre;22. déc. '25, 18:59;2025-12-22;Appartement;Standard;700000;3.0;2025-12-22;94;2025;12;22;Almadies;14.7441857;-17.5175251
Appartement;Très joli F3 à Ngor Almadies;Ngor;750 000 F Cfa;2 chambre;22. déc. '25, 18:35;2025-12-22;F3;Standard;750000;2.0;2025-12-22;94;2025;12;22;Ngor;14.7487915;-17.5149607
Appartement;Ref_2088_GL Appartement de 225 m2 à louer au point E;Point-e;1 500 000 F Cfa;;22. déc. '25, 16:22;2025-12-22;Appartement;Standard;1500000;;2025-12-22;94;2025;12;22;Point E;14.6964782;-17.4641817
Appartement;Appartement Epuré;Mermoz;800 000 F Cfa;;22. déc. '25, 15:34;2025-12-22;Appartement;Standard;800000;;2025-12-22;94;2025;12;22;Mermoz;14.7074454;-17.474397
Appartement;Magnifique appartement au MAMEL;Mamelles;475 000 F Cfa;3 chambre;22. déc. '25, 15:21;2025-12-22;Appartement;Standard;475000;3.0;2025-12-22;94;2025;12;22;Mamelles;14.7311563;-17.5003005
Appartement;Appartement meublé Mermoz;Mermoz;550 000 F Cfa;1 chambre;22. déc. '25, 12:37;2025-12-22;Appartement;Meuble;550000;1.0;2025-12-22;94;2025;12;22;Mermoz;14.7074454;-17.474397
Appartement;Bel appartement a louer au Point E;Point-e;900 000 F Cfa;3 chambre;22. déc. '25, 11:55;2025-12-22;Appartement;Standard;900000;3.0;2025-12-22;94;2025;12;22;Point E;14.6964782;-17.4641817
Appartement;Ref_2896_SEY Appartement à louer à Mermoz;Mermoz;900 000 F Cfa;3 chambre;22. déc. '25, 10:51;2025-12-22;Appartement;Standard;900000;3.0;2025-12-22;94;2025;12;22;Mermoz;14.7074454;-17.474397
Appartement;Magnifique Appartement au Almadie près du brioche dorée;Almadies;900 000 F Cfa;3 chambre;22. déc. '25, 10:28;2025-12-22;Appartement;Standard;900000;3.0;2025-12-22;94;2025;12;22;Almadies;14.7441857;-17.5175251
Appartement;APPARTEMENT F4 À NGOR VIRAGE;Ngor;800 000 F Cfa;3 chambre;21. déc. '25, 10:53;2025-12-21;F4;Standard;800000;3.0;2025-12-21;95;2025;12;21;Ngor;14.7487915;-17.5149607
Appartement;APPARTEMENT OUAKAM MONUMENT;Mamelles;400 000 F Cfa;3 chambre;21. déc. '25, 10:49;2025-12-21;Appartement;Standard;400000;3.0;2025-12-21;95;2025;12;21;Mamelles;14.7311563;-17.5003005
Appartement;Studio vue sur Mer à Louer à Mermoz;Mermoz;850 000 F Cfa;1 chambre;20. déc. '25, 17:37;2025-12-20;Studio;Standard;850000;1.0;2025-12-20;96;2025;12;20;Mermoz;14.7074454;-17.474397
Appartement;Appartement F3 à louer aux Almadies;Almadies;362 600 F Cfa;;20. déc. '25, 11:16;2025-12-20;F3;Standard;362600;3.0;2025-12-20;96;2025;12;20;Almadies;14.7441857;-17.5175251
Appartement;Appartement Duplex F4 Mamelles;Mamelles;621 600 F Cfa;3 chambre;19. déc. '25, 18:09;2025-12-19;F4;Standard;621600;3.0;2025-12-19;97;2025;12;19;Mamelles;14.7311563;-17.5003005
Appartement;Appartement 02 chambres à louer à Nord Foire;Nord foire;300 000 F Cfa;;19. déc. '25, 16:14;2025-12-19;Chambre;Standard;300000;1.0;2025-12-19;97;2025;12;19;Nord Foire;14.7526822;-17.4601185
Appartement;Ref_2406_GL Bel appartement à louer à Karak-école police;Point-e;800 000 F Cfa;4 chambre;27. déc. '25, 09:17;2025-12-27;Appartement;Standard;800000;4.0;2025-12-27;89;2025;12;27;Point E;14.6964782;-17.4641817
Appartement;APPARTEMENT;Mermoz;1 000 000 F Cfa;3 chambre;19. déc. '25, 09:24;2025-12-19;Appartement;Standard;1000000;3.0;2025-12-19;97;2025;12;19;Mermoz;14.7074454;-17.474397
Appartement;APPARTEMENT TYPE F4;Mamelles;550 000 F Cfa;3 chambre;19. déc. '25, 09:08;2025-12-19;F4;Standard;550000;3.0;2025-12-19;97;2025;12;19;Mamelles;14.7311563;-17.5003005
Appartement;Appartement moderne;Almadies;1 000 000 F Cfa;3 chambre;19. déc. '25, 01:02;2025-12-19;Appartement;Standard;1000000;3.0;2025-12-19;97;2025;12;19;Almadies;14.7441857;-17.5175251
Appartement;Appartement à louer à liberté 6;Liberte 6;650 000 F Cfa;3 chambre;18. déc. '25, 16:36;2025-12-18;Appartement;Standard;650000;3.0;2025-12-18;98;2025;12;18;Liberte 6;14.7310352;-17.4610459
Appartement;Appartement à louer au point E;Point-e;1 200 000 F Cfa;3 chambre;18. déc. '25, 16:34;2025-12-18;Appartement;Standard;1200000;3.0;2025-12-18;98;2025;12;18;Point E;14.6964782;-17.4641817
Appartement;APPARTEMENT A LOUER AU POINT E;Point-e;1 000 000 F Cfa;3 chambre;18. déc. '25, 16:12;2025-12-18;Appartement;Standard;1000000;3.0;2025-12-18;98;2025;12;18;Point E;14.6964782;-17.4641817
Appartement;Appartement de deux chambres à louer à jaxaay;Keur Massar;120 000 F Cfa;2 chambre;18. déc. '25, 15:27;2025-12-18;Chambre;Standard;120000;2.0;2025-12-18;98;2025;12;18;Keur Massar;14.7822567;-17.311199
Appartement;Luxueux et lumineux studio Hann Marinas;Hann marinas;350 000 F Cfa;1 chambre;18. déc. '25, 12:06;2025-12-18;Studio;Luxe;350000;1.0;2025-12-18;98;2025;12;18;Hann Marinas;14.7079896;-17.4294692
Appartement;Joli appartement ngor almadies en face école bilingue;Almadies;450 000 F Cfa;3 chambre;18. déc. '25, 11:48;2025-12-18;Appartement;Standard;450000;3.0;2025-12-18;98;2025;12;18;Almadies;14.7441857;-17.5175251
Appartement;Appartements pieds dans l'eau à louer au Virage;Virage;1 700 000 F Cfa;3 chambre;15. déc. '25, 10:10;2025-12-15;Appartement;Standard;1700000;3.0;2025-12-15;101;2025;12;15;Virage;14.7549112;-17.4955253
Appartement;Appartement à louer à Mermoz;Mermoz;650 000 F Cfa;3 chambre;16. déc. '25, 10:32;2025-12-16;Appartement;Standard;650000;3.0;2025-12-16;100;2025;12;16;Mermoz;14.7074454;-17.474397
Appartement;DUPLEX DE 4 CHAMBRES A FANN RÉSIDENCE;Fann;2 500 000 F Cfa;4 chambre;18. déc. '25, 09:02;2025-12-18;Chambre;Standard;2500000;4.0;2025-12-18;98;2025;12;18;Fann;14.690791;-17.4665592
Appartement;Appartement Aéré;Sicap Liberté;450 000 F Cfa;2 chambre;17. déc. '25, 17:26;2025-12-17;Appartement;Standard;450000;2.0;2025-12-17;99;2025;12;17;Sicap Liberte;14.7229964;-17.4615892
Appartement;Studio à louer à Tivaouane Peulh cité Rose;Hlm;120 000 F Cfa;2 chambre;17. déc. '25, 12:22;2025-12-17;Studio;Standard;120000;2.0;2025-12-17;99;2025;12;17;Hlm;14.7100734;-17.4441806
Appartement;Magnifique Appartement F4 à Sacré Cœur 1;Sacré-cœur;650 000 F Cfa;3 chambre;17. déc. '25, 11:27;2025-12-17;F4;Standard;650000;3.0;2025-12-17;99;2025;12;17;Sacré-Cœur;14.7114619;-17.4688689
Appartement;Appartement F5 à louer Corniche fenêtre mermoz;Mermoz;1 400 000 F Cfa;;17. déc. '25, 10:19;2025-12-17;F5;Standard;1400000;5.0;2025-12-17;99;2025;12;17;Mermoz;14.7074454;-17.474397
Appartement;APPARTEMENT F4 AUX MAMELLES;Mamelles;600 000 F Cfa;3 chambre;17. déc. '25, 08:58;2025-12-17;F4;Standard;600000;3.0;2025-12-17;99;2025;12;17;Mamelles;14.7311563;-17.5003005
Appartement;Appartement meublé avec piscine – Almadies;Almadies;1 500 000 F Cfa;1 chambre;17. déc. '25, 08:41;2025-12-17;Appartement;Meuble;1500000;1.0;2025-12-17;99;2025;12;17;Almadies;14.7441857;-17.5175251
Appartement;Jolis appartements F4 au Point E;Point-e;1 000 000 F Cfa;3 chambre;16. déc. '25, 16:34;2025-12-16;F4;Standard;1000000;3.0;2025-12-16;100;2025;12;16;Point E;14.6964782;-17.4641817
Appartement;F4 à louer Almadi;Sacré-cœur;1 700 000 F Cfa;3 chambre;16. déc. '25, 13:09;2025-12-16;F4;Standard;1700000;3.0;2025-12-16;100;2025;12;16;Sacré-Cœur;14.7114619;-17.4688689
Appartement;Appartement F4 à louer à la Cite Marine Dalifort;Dalifort;300 000 F Cfa;3 chambre;16. déc. '25, 11:45;2025-12-16;F4;Standard;300000;3.0;2025-12-16;100;2025;12;16;Dalifort;14.7414859;-17.4093102
Appartement;Appartements à louer à Ngor;Hlm;350 000 F Cfa;3 chambre;16. déc. '25, 11:08;2025-12-16;Appartement;Standard;350000;3.0;2025-12-16;100;2025;12;16;Hlm;14.7100734;-17.4441806
Appartement;Appartements à louer ouakam P7;Hlm;300 000 F Cfa;2 chambre;16. déc. '25, 10:55;2025-12-16;Appartement;Standard;300000;2.0;2025-12-16;100;2025;12;16;Hlm;14.7100734;-17.4441806
Appartement;Duplex à louer à fann résidence;Fann;2 500 000 F Cfa;;16. déc. '25, 10:35;2025-12-16;Duplex;Standard;2500000;;2025-12-16;100;2025;12;16;Fann;14.690791;-17.4665592
Appartement;A loué un grande apartuman de 3chambrsalon 2balcon;Ouakam;350 000 F Cfa;3 chambre;15. déc. '25, 22:44;2025-12-15;Appartement;Standard;350000;3.0;2025-12-15;101;2025;12;15;Ouakam;14.7247367;-17.4850662
Appartement;Appartement F2 à la Cité Africa - Corniche;Corniche;600 000 F Cfa;1 chambre;15. déc. '25, 18:36;2025-12-15;F2;Standard;600000;1.0;2025-12-15;101;2025;12;15;Corniche;14.703011;-17.4789332
Appartement;Ref_2745_PL À Louer : Résidence aux Almadies;Almadies;1 350 000 F Cfa;1 chambre;15. déc. '25, 13:10;2025-12-15;Appartement;Standard;1350000;1.0;2025-12-15;101;2025;12;15;Almadies;14.7441857;-17.5175251
Appartement;Appartement de type F5 à louer;Nord foire;350 000 F Cfa;4 chambre;15. déc. '25, 12:55;2025-12-15;F5;Standard;350000;4.0;2025-12-15;101;2025;12;15;Nord Foire;14.7526822;-17.4601185
Appartement;Ref_2832_PL Appartement à louer à Fann Résidence;Fann;2 500 000 F Cfa;3 chambre;15. déc. '25, 12:48;2025-12-15;Appartement;Standard;2500000;3.0;2025-12-15;101;2025;12;15;Fann;14.690791;-17.4665592
Appartement;Appartement grand Standing;Fenêtre mermoz;1 400 000 F Cfa;3 chambre;15. déc. '25, 09:50;2025-12-15;Appartement;Standard;1400000;3.0;2025-12-15;101;2025;12;15;Mermoz;14.7074454;-17.474397
Appartement;Studio moderne à NAFAÏA – RDC avec grande terrasse;Fann;1 550 000 F Cfa;1 chambre;15. déc. '25, 09:48;2025-12-15;Studio;Standard;1550000;1.0;2025-12-15;101;2025;12;15;Fann;14.690791;-17.4665592
Appartement;Appartement haut standing 4 pièces Ngor Almadies;Almadies;1 000 000 F Cfa;3 chambre;19. déc. '25, 15:36;2025-12-19;Appartement;Luxe;1000000;3.0;2025-12-19;97;2025;12;19;Almadies;14.7441857;-17.5175251
Appartement;Appartement F3 de 120 m2 avec terrasse à louer – Ngor;Ngor;700 000 F Cfa;2 chambre;14. déc. '25, 22:16;2025-12-14;F3;Standard;700000;2.0;2025-12-14;102;2025;12;14;Ngor;14.7487915;-17.5149607
Appartement;Appartement F4 à louer – Sicap Liberté;Sicap Liberté;800 000 F Cfa;3 chambre;14. déc. '25, 22:13;2025-12-14;F4;Standard;800000;3.0;2025-12-14;102;2025;12;14;Sicap Liberte;14.7229964;-17.4615892
Appartement;Appartement F4 à louer – Mamelles;Mamelles;950 000 F Cfa;3 chambre;14. déc. '25, 22:10;2025-12-14;F4;Standard;950000;3.0;2025-12-14;102;2025;12;14;Mamelles;14.7311563;-17.5003005
Appartement;Appartement haut standing avec vue mer à louer aux Almadies;Almadies;2 200 000 F Cfa;3 chambre;14. déc. '25, 20:59;2025-12-14;Appartement;Luxe;2200000;3.0;2025-12-14;102;2025;12;14;Almadies;14.7441857;-17.5175251
Appartement;Appartement F4 avec vue/mer à Ngor almadies;Almadies;1 300 000 F Cfa;3 chambre;14. déc. '25, 20:51;2025-12-14;F4;Standard;1300000;3.0;2025-12-14;102;2025;12;14;Almadies;14.7441857;-17.5175251
Appartement;studio moderne;Almadies;325 000 F Cfa;1 chambre;14. déc. '25, 10:24;2025-12-14;Studio;Standard;325000;1.0;2025-12-14;102;2025;12;14;Almadies;14.7441857;-17.5175251
Appartement;Plateau corniche cap manuel appartement à louer;Plateau;2 300 000 F Cfa;3 chambre;14. déc. '25, 08:48;2025-12-14;Appartement;Standard;2300000;3.0;2025-12-14;102;2025;12;14;Plateau;14.6768175;-17.4392915
Appartement;Appartement neuf lumineux avec balcon et climatisation;Yoff;850 000 F Cfa;3 chambre;13. déc. '25, 16:25;2025-12-13;Appartement;Standard;850000;3.0;2025-12-13;103;2025;12;13;Yoff;14.7603583;-17.468149
Appartement;Appartements 2 chambres + Salon;Keur ndiaye lô;120 000 F Cfa;2 chambre;13. déc. '25, 14:54;2025-12-13;Chambre;Standard;120000;2.0;2025-12-13;103;2025;12;13;Keur Ndiaye Lô;14.743114;-17.243779
Appartement;Appartement F3 à louer aux Mamelles Cité Magistral;Mamelles;300 000 F Cfa;2 chambre;13. déc. '25, 12:48;2025-12-13;F3;Standard;300000;2.0;2025-12-13;103;2025;12;13;Mamelles;14.7311563;-17.5003005
Appartement;Appartement F4 de 200 m2 à louer au Point E;Point-e;1 200 000 F Cfa;3 chambre;13. déc. '25, 10:55;2025-12-13;F4;Standard;1200000;3.0;2025-12-13;103;2025;12;13;Point E;14.6964782;-17.4641817
Appartement;Appartement Haut Standing à la Fenêtre Mermoz;Fenêtre mermoz;1 800 000 F Cfa;4 chambre;21. févr., 08:36;2026-02-21;Appartement;Luxe;1800000;4.0;2026-02-21;33;2026;2;21;Mermoz;14.7074454;-17.474397
Appartement;Appartement deux chambres salon à louer à zac mbao;Zac Mbao;140 000 F Cfa;2 chambre;13. déc. '25, 08:16;2025-12-13;Chambre;Standard;140000;2.0;2025-12-13;103;2025;12;13;ZAC Mbao;14.7304126;-17.3021447
Appartement;F3 à louer au virage;Virage;425 000 F Cfa;2 chambre;12. déc. '25, 18:50;2025-12-12;F3;Standard;425000;2.0;2025-12-12;104;2025;12;12;Virage;14.7549112;-17.4955253
Appartement;Villa F8 R+2 à louer – Sacré-Cœur 1;Sicap Sacré-cœur;850 000 F Cfa;6 chambre;12. déc. '25, 18:49;2025-12-12;F8;Standard;850000;6.0;2025-12-12;104;2025;12;12;Sicap Sacré-Cœur;14.70435;-17.4622074
Appartement;Appartement à louer;Almadies 2;400 000 F Cfa;3 chambre;12. déc. '25, 18:43;2025-12-12;Appartement;Standard;400000;3.0;2025-12-12;104;2025;12;12;Almadies 2;14.7397763;-17.4730816
Appartement;Studio à louer;Almadies 2;200 000 F Cfa;1 chambre;12. déc. '25, 18:43;2025-12-12;Studio;Standard;200000;1.0;2025-12-12;104;2025;12;12;Almadies 2;14.7397763;-17.4730816
Appartement;Appartement à louer;Almadies 2;275 000 F Cfa;2 chambre;12. déc. '25, 18:42;2025-12-12;Appartement;Standard;275000;2.0;2025-12-12;104;2025;12;12;Almadies 2;14.7397763;-17.4730816
Appartement;Appartement F4 à louer au centre ville;Plateau;1 000 000 F Cfa;;12. déc. '25, 17:06;2025-12-12;F4;Standard;1000000;4.0;2025-12-12;104;2025;12;12;Plateau;14.6768175;-17.4392915
Appartement;Appartement à Mermoz;Mermoz;300 000 F Cfa;2 chambre;12. déc. '25, 16:51;2025-12-12;Appartement;Standard;300000;2.0;2025-12-12;104;2025;12;12;Mermoz;14.7074454;-17.474397
Appartement;Appartement de type F3 et F4 à louer en ville;Plateau;550 000 F Cfa;2 chambre;12. déc. '25, 16:48;2025-12-12;F3;Standard;550000;2.0;2025-12-12;104;2025;12;12;Plateau;14.6768175;-17.4392915
Appartement;Appartement 4 chambres salon à louer aux points e;Point-e;1 500 000 F Cfa;4 chambre;lundi, 18:18;2026-03-23;Chambre;Standard;1500000;4.0;2026-03-23;3;2026;3;23;Point E;14.6964782;-17.4641817
Appartement;Appartement de 5 chambres;Patte d‘oie;500 000 F Cfa;5 chambre;12. déc. '25, 08:51;2025-12-12;Chambre;Standard;500000;5.0;2025-12-12;104;2025;12;12;Patte D‘Oie;14.746488;-17.4406887
Appartement;2 chambres salon à louer à Yoff aeroport;Yoff;450 000 F Cfa;2 chambre;12. déc. '25, 08:40;2025-12-12;Chambre;Standard;450000;2.0;2025-12-12;104;2025;12;12;Yoff;14.7603583;-17.468149
Appartement;Appartement à louer à Yoff ocean;Virage;850 000 F Cfa;3 chambre;12. déc. '25, 08:40;2025-12-12;Appartement;Standard;850000;3.0;2025-12-12;104;2025;12;12;Virage;14.7549112;-17.4955253
Appartement;Appartement haut standing F4 aux Almadies non loin du casino;Almadies;1 000 000 F Cfa;3 chambre;11. déc. '25, 16:57;2025-12-11;F4;Luxe;1000000;3.0;2025-12-11;105;2025;12;11;Almadies;14.7441857;-17.5175251
Appartement;Appartement F3 neuf et climatisé Almadies 2;Rufisque;200 000 F Cfa;2 chambre;14. déc. '25, 17:24;2025-12-14;F3;Meuble;200000;2.0;2025-12-14;102;2025;12;14;Rufisque;14.716417;-17.273844
Appartement;Penthouse Non Meublé à louer;Zone de captage;800 000 F Cfa;3 chambre;4. déc. '25, 12:49;2025-12-04;Penthouse;Luxe;800000;3.0;2025-12-04;112;2025;12;4;Zone De Captage;14.7340917;-17.4430318
Appartement;Magnifique Duplex a louer aux Mamelles;Mamelles;800 000 F Cfa;4 chambre;11. déc. '25, 15:28;2025-12-11;Duplex;Standard;800000;4.0;2025-12-11;105;2025;12;11;Mamelles;14.7311563;-17.5003005
Appartement;Magnifique F3 a louer;Ouakam;800 000 F Cfa;2 chambre;11. déc. '25, 14:42;2025-12-11;F3;Standard;800000;2.0;2025-12-11;105;2025;12;11;Ouakam;14.7247367;-17.4850662
